Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Seed-P7S2-c_S93.16S.R2	Seed-P7S2-c_S93.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	27573.0	0.0	230-232	53.0	18.6015304827186	231.000326406267	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Seed-P7S3-a_S7.16S.R1	Seed-P7S3-a_S7.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22097.0	0.0	231-232	52.0	10.458433271484816	231.999954744988	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-a_S7.16S.R2	Seed-P7S3-a_S7.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22097.0	0.0	230-232	52.0	21.04810607774811	231.000090510024	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Seed-P7S3-b_S15.16S.R1	Seed-P7S3-b_S15.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19720.0	0.0	231-232	52.0	11.810344827586206	231.99994929006084	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-b_S15.16S.R2	Seed-P7S3-b_S15.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19720.0	0.0	230-232	52.0	17.601419878296145	230.99994929006084	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Seed-P7S3-c_S23.16S.R1	Seed-P7S3-c_S23.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	16830.0	0.0	210-232	52.0	12.049910873440286	231.99857397504456	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S3-c_S23.16S.R2	Seed-P7S3-c_S23.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	16830.0	0.0	230-232	53.0	17.825311942959	231.00017825311943	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Seed-P7S4-a_S31.16S.R1	Seed-P7S4-a_S31.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17960.0	0.0	232.0	52.0	12.27728285077951	232.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
Seed-P7S4-a_S31.16S.R2	Seed-P7S4-a_S31.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17960.0	0.0	230-232	53.0	18.151447661469934	231.0001113585746	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Seed-P7S4-b_S39.16S.R1	Seed-P7S4-b_S39.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	17737.0	0.0	232.0	52.0	12.454191802446863	232.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
Seed-P7S4-b_S39.16S.R2	Seed-P7S4-b_S39.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	17737.0	0.0	230-232	53.0	18.920899813948246	231.00022551728026	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Seed-P7S4-c_S47.16S.R1	Seed-P7S4-c_S47.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19126.0	0.0	231-232	52.0	12.600648332113353	231.99994771515216	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-P7S4-c_S47.16S.R2	Seed-P7S4-c_S47.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19126.0	0.0	230-232	53.0	18.69183310676566	230.9998954303043	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Seed-PBS-a_S55.16S.R1	Seed-PBS-a_S55.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21413.0	0.0	231-232	52.0	8.121234763928454	231.99981319759024	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-a_S55.16S.R2	Seed-PBS-a_S55.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21413.0	0.0	230-232	52.0	11.418297296035119	231.00018680240976	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-b_S63.16S.R1	Seed-PBS-b_S63.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21766.0	0.0	107-232	52.0	8.490305981806486	230.98860608288155	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-b_S63.16S.R2	Seed-PBS-b_S63.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21766.0	0.0	230-232	52.0	12.16576311678765	231.00009188642838	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-c_S71.16S.R1	Seed-PBS-c_S71.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22244.0	0.0	106-232	52.0	8.12353893184679	230.98885092609243	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-PBS-c_S71.16S.R2	Seed-PBS-c_S71.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22244.0	0.0	230-232	52.0	11.805430677935624	231.00004495594317	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-a_S32.16S.R1	Seed-Pram-120-a_S32.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23079.0	0.0	231-232	53.0	10.355734650548118	231.99987001169896	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-a_S32.16S.R2	Seed-Pram-120-a_S32.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23079.0	0.0	230-232	54.0	14.11672949434551	231.00021664716843	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-b_S40.16S.R1	Seed-Pram-120-b_S40.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21041.0	0.0	231-232	53.0	11.016586664131934	231.99995247374173	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-b_S40.16S.R2	Seed-Pram-120-b_S40.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21041.0	0.0	230-232	54.0	15.118102751770355	231.00004752625827	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-c_S48.16S.R1	Seed-Pram-120-c_S48.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21559.0	0.0	231-232	53.0	10.9420659585324	231.99995361565936	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-c_S48.16S.R2	Seed-Pram-120-c_S48.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21559.0	0.0	230-232	54.0	15.339301451829861	231.0001855373626	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-a_S56.16S.R1	Seed-Pram-120-d-a_S56.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23277.0	0.0	185-232	52.0	7.170167976972977	231.9978519568673	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-a_S56.16S.R2	Seed-Pram-120-d-a_S56.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23277.0	0.0	230-232	52.0	9.481462387764747	231.0	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-b_S64.16S.R1	Seed-Pram-120-d-b_S64.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25846.0	0.0	232.0	52.0	7.103613711986381	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Seed-Pram-120-d-b_S64.16S.R2	Seed-Pram-120-d-b_S64.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25846.0	0.0	230-232	53.0	9.777141530604348	231.00007738141298	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Seed-Pram-120-d-c_S72.16S.R1	Seed-Pram-120-d-c_S72.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25548.0	0.0	231-232	52.0	7.444809769844999	231.9999608579928	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Seed-Pram-120-d-c_S72.16S.R2	Seed-Pram-120-d-c_S72.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25548.0	0.0	230-232	52.0	9.793330201972756	231.0000782840144	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-Control-a_S154.16S.R1	Soil-Control-a_S154.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22539.0	0.0	232.0	53.0	9.263942499667245	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-Control-a_S154.16S.R2	Soil-Control-a_S154.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22539.0	0.0	231-232	53.0	13.438928080216513	231.00031057278494	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-Mock-a_S136.16S.R1	Soil-Mock-a_S136.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	19051.0	0.0	231-232	55.0	7.957587528213741	231.9999475093171	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-Mock-a_S136.16S.R2	Soil-Mock-a_S136.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	19051.0	0.0	230-232	55.0	10.629363288016377	231.0	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S1-a_S95.16S.R1	Soil-P2S1-a_S95.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22604.0	0.0	231-232	55.0	27.340293753317997	231.99991152008494	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S1-a_S95.16S.R2	Soil-P2S1-a_S95.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22604.0	0.0	230-232	55.0	43.68695806052026	231.00004423995753	pass	warn	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S1-b_S101.16S.R1	Soil-P2S1-b_S101.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24614.0	0.0	231-232	55.0	29.56041277321849	231.99991874542943	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S1-b_S101.16S.R2	Soil-P2S1-b_S101.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24614.0	0.0	230-232	55.0	41.342325505809704	231.00032501828227	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S1-c_S107.16S.R1	Soil-P2S1-c_S107.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25349.0	0.0	231-232	55.0	23.98911199652846	231.99992110142412	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S1-c_S107.16S.R2	Soil-P2S1-c_S107.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25349.0	0.0	230-232	55.0	32.59300169631938	231.00007889857588	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P2S2-a_S113.16S.R1	Soil-P2S2-a_S113.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25596.0	0.0	231-232	54.0	27.855914986716673	231.99996093139552	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S2-a_S113.16S.R2	Soil-P2S2-a_S113.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25596.0	0.0	230-232	55.0	40.44772620721988	231.00007813720893	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S2-b_S119.16S.R1	Soil-P2S2-b_S119.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20004.0	0.0	231-232	54.0	29.429114177164568	231.999950009998	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S2-b_S119.16S.R2	Soil-P2S2-b_S119.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20004.0	0.0	230-232	54.0	42.6864627074585	231.00029994001198	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S2-c_S125.16S.R1	Soil-P2S2-c_S125.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21056.0	0.0	231-232	54.0	29.169832826747722	231.99995250759878	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S2-c_S125.16S.R2	Soil-P2S2-c_S125.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21056.0	0.0	230-232	54.0	42.17800151975684	231.00004749240122	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S3-a_S131.16S.R1	Soil-P2S3-a_S131.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	27429.0	0.0	232.0	54.0	28.615698713040942	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P2S3-a_S131.16S.R2	Soil-P2S3-a_S131.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	27429.0	0.0	230-232	55.0	39.54209048816946	231.00003645776368	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S3-b_S137.16S.R1	Soil-P2S3-b_S137.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25053.0	0.0	231-232	55.0	29.321837704067377	231.9999600846206	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S3-b_S137.16S.R2	Soil-P2S3-b_S137.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25053.0	0.0	230-232	55.0	41.11284077755159	231.00027940765577	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S3-c_S143.16S.R1	Soil-P2S3-c_S143.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23738.0	0.0	232.0	55.0	28.73030583873957	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P2S3-c_S143.16S.R2	Soil-P2S3-c_S143.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23738.0	0.0	230-232	55.0	40.222428174235404	231.0000842530963	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S4-a_S149.16S.R1	Soil-P2S4-a_S149.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25957.0	0.0	231-232	54.0	27.861463189120467	231.9999614747467	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S4-a_S149.16S.R2	Soil-P2S4-a_S149.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25957.0	0.0	230-232	54.0	39.70027352929846	231.0001541010132	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S4-b_S155.16S.R1	Soil-P2S4-b_S155.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24172.0	0.0	231-232	55.0	30.340890286281645	231.99995862981962	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S4-b_S155.16S.R2	Soil-P2S4-b_S155.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24172.0	0.0	231-232	55.0	42.3878868111865	231.00024822108224	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S4-c_S160.16S.R1	Soil-P2S4-c_S160.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	30972.0	0.0	231-232	54.0	27.84450471393517	231.99990313831847	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P2S4-c_S160.16S.R2	Soil-P2S4-c_S160.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	30972.0	0.0	230-232	55.0	40.30091695725171	231.00029058504455	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S1-a_S96.16S.R1	Soil-P3S1-a_S96.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24021.0	0.0	231-232	55.0	24.078930935431497	231.99970858831855	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S1-a_S96.16S.R2	Soil-P3S1-a_S96.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24021.0	0.0	230-232	55.0	38.204071437492196	231.00016652096082	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S1-b_S102.16S.R1	Soil-P3S1-b_S102.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26442.0	0.0	232.0	55.0	22.73277361772937	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P3S1-b_S102.16S.R2	Soil-P3S1-b_S102.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26442.0	0.0	230-232	55.0	32.784963315936764	231.00003781862188	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S1-c_S108.16S.R1	Soil-P3S1-c_S108.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24680.0	0.0	232.0	55.0	23.440032414910856	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P3S1-c_S108.16S.R2	Soil-P3S1-c_S108.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24680.0	0.0	230-232	55.0	33.73176661264182	231.0001215559157	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S2-a_S114.16S.R1	Soil-P3S2-a_S114.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	23512.0	0.0	231-232	55.0	23.379550867642056	231.9999574685267	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	warn
Soil-P3S2-a_S114.16S.R2	Soil-P3S2-a_S114.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	23512.0	0.0	230-232	55.0	34.016672337529776	231.00012759441987	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S2-b_S120.16S.R1	Soil-P3S2-b_S120.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22715.0	0.0	231-232	55.0	23.552718467972706	231.9999119524543	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	warn
Soil-P3S2-b_S120.16S.R2	Soil-P3S2-b_S120.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22715.0	0.0	230-232	55.0	34.97248514197667	231.00013207131852	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S2-c_S126.16S.R1	Soil-P3S2-c_S126.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	21194.0	0.0	232.0	55.0	23.530244408794943	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	warn
Soil-P3S2-c_S126.16S.R2	Soil-P3S2-c_S126.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	21194.0	0.0	230-232	55.0	34.69378125884685	231.0	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S3-a_S132.16S.R1	Soil-P3S3-a_S132.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	24473.0	0.0	231-232	55.0	23.483022105994362	231.99991827728516	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S3-a_S132.16S.R2	Soil-P3S3-a_S132.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	24473.0	0.0	230-232	55.0	33.45727945082336	231.0002451681445	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S3-b_S138.16S.R1	Soil-P3S3-b_S138.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22495.0	0.0	231-232	55.0	23.903089575461216	231.99986663703046	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S3-b_S138.16S.R2	Soil-P3S3-b_S138.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22495.0	0.0	230-232	55.0	35.639030895754615	231.00013336296954	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S3-c_S144.16S.R1	Soil-P3S3-c_S144.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25990.0	0.0	231-232	54.0	23.239707579838402	231.99996152366296	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S3-c_S144.16S.R2	Soil-P3S3-c_S144.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25990.0	0.0	230-232	55.0	33.651404386302424	231.00011542901115	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S4-a_S150.16S.R1	Soil-P3S4-a_S150.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	28789.0	0.0	231-232	55.0	24.929660634270036	231.9999305290215	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P3S4-a_S150.16S.R2	Soil-P3S4-a_S150.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	28789.0	0.0	230-232	56.0	35.08979123970961	231.00041682587099	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P3S4-b_S156.16S.R1	Soil-P3S4-b_S156.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25506.0	0.0	231-232	55.0	23.80224260958206	231.9998431741551	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S4-b_S156.16S.R2	Soil-P3S4-b_S156.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25506.0	0.0	230-232	55.0	34.466400062730344	231.0	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S4-c_S161.16S.R1	Soil-P3S4-c_S161.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26064.0	0.0	231-232	55.0	24.22498465316145	231.99992326580724	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S4-c_S161.16S.R2	Soil-P3S4-c_S161.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26064.0	0.0	230-232	55.0	35.33225905463475	231.0	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S5-a_S97.16S.R1	Soil-P3S5-a_S97.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	27970.0	0.0	231-232	55.0	23.789774758670003	231.99992849481586	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S5-a_S97.16S.R2	Soil-P3S5-a_S97.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	27970.0	0.0	230-232	55.0	37.87272077225599	231.0001787629603	pass	warn	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P3S5-b_S103.16S.R1	Soil-P3S5-b_S103.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	30854.0	0.0	232.0	55.0	24.551111687301486	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P3S5-b_S103.16S.R2	Soil-P3S5-b_S103.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	30854.0	0.0	230-232	56.0	34.31969922862514	231.00029169637648	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S5-c_S109.16S.R1	Soil-P3S5-c_S109.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	27020.0	0.0	231-232	55.0	24.974093264248705	231.9998889711325	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P3S5-c_S109.16S.R2	Soil-P3S5-c_S109.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	27020.0	0.0	230-232	56.0	35.003700962250186	231.000074019245	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S1-a_S115.16S.R1	Soil-P4S1-a_S115.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26831.0	0.0	228-232	55.0	25.019566918862512	231.99981364839178	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P4S1-a_S115.16S.R2	Soil-P4S1-a_S115.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26831.0	0.0	230-232	55.0	34.829115575267416	231.00018635160822	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S1-b_S121.16S.R1	Soil-P4S1-b_S121.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	22876.0	0.0	232.0	54.0	23.146529113481378	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P4S1-b_S121.16S.R2	Soil-P4S1-b_S121.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	22876.0	0.0	230-232	55.0	34.80066445182724	231.00008742787202	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P4S1-c_S127.16S.R1	Soil-P4S1-c_S127.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	20495.0	0.0	231-232	55.0	25.44523054403513	231.99985362283485	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P4S1-c_S127.16S.R2	Soil-P4S1-c_S127.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	20495.0	0.0	230-232	55.0	36.95535496462552	231.0	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S2-a_S133.16S.R1	Soil-P4S2-a_S133.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26238.0	0.0	232.0	55.0	24.060522905709277	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P4S2-a_S133.16S.R2	Soil-P4S2-a_S133.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26238.0	0.0	230-232	55.0	35.117005869349796	231.00003811266103	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S2-b_S139.16S.R1	Soil-P4S2-b_S139.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	26163.0	0.0	231-232	55.0	25.562817719680464	231.99996177808356	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P4S2-b_S139.16S.R2	Soil-P4S2-b_S139.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	26163.0	0.0	230-232	55.0	36.65864006421282	231.0	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S2-c_S145.16S.R1	Soil-P4S2-c_S145.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	31403.0	0.0	232.0	55.0	25.62494029232876	232.0	pass	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
Soil-P4S2-c_S145.16S.R2	Soil-P4S2-c_S145.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	31403.0	0.0	230-232	55.0	36.61752061904914	231.00012737636533	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
Soil-P4S3-a_S151.16S.R1	Soil-P4S3-a_S151.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	29030.0	0.0	231-232	55.0	23.379262831553564	231.99993110575267	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S3-a_S151.16S.R2	Soil-P4S3-a_S151.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	29030.0	0.0	230-232	56.0	34.030313468825355	231.000103341371	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S3-b_S157.16S.R1	Soil-P4S3-b_S157.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	25049.0	0.0	231-232	55.0	23.601740588446646	231.99996007824663	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
Soil-P4S3-b_S157.16S.R2	Soil-P4S3-b_S157.16S.R2.fq	Conventional base calls	Sanger / Illumina 1.9	25049.0	0.0	230-232	56.0	34.6520819194379	231.00015968701345	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass
Soil-P4S3-c_S162.16S.R1	Soil-P4S3-c_S162.16S.R1.fq	Conventional base calls	Sanger / Illumina 1.9	28418.0	0.0	232.0	56.0	22.75318460130903	232.0	pass	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
